Grata Link,Company Id,Domain,Name,Description,LinkedIn,Revenue Estimate,Employee Estimate,Employees on Professional Networks,Employee Growth (Monthly),Employee Growth (Quarterly),Employee Growth (6 months),Employee Growth (Annual),Headquarters,Mailing Address,Year Founded,Ownership,Owner,Investors,Ultimate Owner,Funding Stage,Last Funding Amount,Last Funding Date,Total Funding Amount,Total Funding Rounds,Business Model,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,Grata Industries,Primary Email,Primary Phone,Notes,Executive First Name,Executive Last Name,Executive Title,Executive Email,Executive Email Deliverability,Executive Linkedin,Key People,Status,Priority,Owner.1,Last Touch Date,PFL Status,Last Pipeline Decline Date,Rank
https://search.grata.com/search?c=DHC2U33Z,DHC2U33Z,porterlogic.com,PorterLogic,"PorterLogic fixes what your ERP broke in your supply chain - from warehousing and inventory to procurement, orders, and more. Purpose built for supply chain operators, the platform plugs into your existing systems to facilitate all the functions required to bring in raw components, convert them to finished goods, and fulfill the customer order. We help distributors and manufacturers who do their own assembly, kitting, and order fulfillment streamline their operations by hyper-tailoring user interfaces, automating workflows, and connecting systems. As a standalone solution or a bolt-on, PorterLogic’s composable building blocks enable you to adapt quickly, build on what works, and remove what doesn't, without huge disruptions to your operation.",https://www.linkedin.com/company/porterlogic/,"$<1,000,000",7.0,8.0,14.29%,14.29%,14.29%,60.00%,"Atlanta, GA","Atlanta, GA 30308, USA",2020.0,Investor Backed,,TitletownTech,,Early Stage Funding,,2023-02-15,,1.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,"Transportation, Supply Chain & Logistics Management Software",hello@porterlogic.com,,,Jonathan,Porter,Founder & CEO,jporter@porterlogic.com,Potentially Deliverable,https://www.linkedin.com/in/jonathanpporter,"Jonathan Porter (Founder & CEO), Anya Skomorokhova (Cofounder & Chief Operating Officer)",,,Carson Bliss,2024-06-15T12:53:56.000+0000,,,1.0
https://search.grata.com/search?c=TDWRUP8J,TDWRUP8J,getpresso.com,Presso,"Presso uses artificial intelligence (AI)-integrated robots to provide laundry and dry-cleaning facilities. It offers its services to hotels, hospitality, airports, and multifamily residential hotels. The company was founded in 2018 and is based in Atlanta, Georgia.",https://www.linkedin.com/company/getpresso/,1000000,26.0,26.0,0,-13.33%,-3.70%,23.81%,"Atlanta, GA","3423 Piedmont Road NE, Atlanta, GA 30305, USA",2018.0,Investor Backed,,"1517 Fund,AME Cloud Ventures,Buckhead America Hosptiality,Cherubic Ventures,HAX,MassChallenge,Pathbreaker Ventures,SOSV,Tishman,Uncork Capital,VSC Ventures,YETI Capital",,Early Stage Funding,8000000.0,2023-01-19,10680000.0,7.0,Software Enabled,81 Other Services (except Public Administration),812 Personal and Laundry Services,8123 Drycleaning and Laundry Services,81232 Drycleaning and Laundry Services (except Coin-Operated),812320 Drycleaning and Laundry Services (except Coin-Operated),,info@getpresso.com,1-470-219-4542,,Nishant,Jain,Founder & CEO,jain.n@getpresso.co,Deliverable,https://www.linkedin.com/in/nishantjain131/,"Nishant Jain (Founder & CEO), Thibault Corens (Co-Founder and CTO)",,,Carson Bliss,2024-07-13T22:56:13.000+0000,,2022-10-25,
https://search.grata.com/search?c=DB5PNVBS,DB5PNVBS,preteckt.com,Preteckt,"Preteckt provides PaaS to connected and autonomous vehicles and fleets by peering through vehicle data and leveraging proprietary AI, deep learning, and machine learning algorithms. Preteckt’s architecture has been designed specifically to handle automotive data and provides a 100x speed advantage over typical Big Data solutions allowing for real-time zero false-positives. The architecture and machine learning algorithms allow for immediate scaling of the SaaS solution to work with existing connected vehicles and fleets Preteckt provides machine learning solution for automotive prognostics.",https://www.linkedin.com/company/preteckt/,7000000,36.0,37.0,0,-5.13%,-21.28%,-11.90%,"Memphis, TN","Memphis, Tennessee, US",2015.0,Investor Backed,,"500 Accelerator,Comet Labs,Innova Memphis,Las Olas Venture Capital,Launch Tennessee,Plug and Play Accelerator,Q Venture Partners,Small Business Innovation Research Awards,The Blackberry/L-Spark Accelerator,Transit Tech Lab,U.S. Army",,Early Stage Funding,1660000.0,2020-03-01,4210000.0,8.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Maintenance and Repair Software,support@preteckt.com,1-313-779-4627,,Krish,Inbarajan,Chief Executive Officer,krish@preteckt.com,Deliverable,https://www.linkedin.com/in/krishinbarajan/,"Krish Inbarajan (Chief Executive Officer), Sasha Kucharczyk (Co-founder and COO)",,,Carson Bliss,2024-06-15T12:50:22.000+0000,,,
https://search.grata.com/search?c=ZEM8TKGJ,ZEM8TKGJ,printerlogic.com,PrinterLogic,"PrinterLogic is the world’s leading Enterprise Printer Management solution for server-less remote site printer deployments. With more than 1,500 customers in over 120 countries, PrinterLogic enables organizations of all sizes to eliminate print servers. PrinterLogic’s single integrated printer management platform is an on-premise web application that simplifies the management, migration, and deployment of printers while drastically reducing cost.",https://www.linkedin.com/company/printerlogic/,13000000,83.0,83.0,0,2.47%,-3.49%,-4.60%,"St. George, UT","432 South Tech Ridge Drive, St. George, UT 84770, USA",2001.0,Investor Backed,,Mercato Partners,,Early Stage Funding,15000000.0,2018-01-23,15000000.0,1.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,partners@vasion.com,1-435-652-1288,,Jarrett,Taylor,Owner,jarrett.taylor@printerlogic.com,Deliverable,https://www.linkedin.com/in/jarrett-taylor-8b7b1982/,Jarrett Taylor (Owner),,,,,,,6.0
https://search.grata.com/search?c=BWYJWF9L,BWYJWF9L,process.st,Process Street,"Process Street - the world’s first AI-powered process management platform. We help teams share their core processes, then transform them into powerful no-code workflows. Start with employee onboarding to set up new hires for success, then build all sorts of workflows like customer implementation, content approvals and tenant screening. Manage your team wiki and company handbook 100% free. Join Salesforce, Colliers, Drift and 3,000+ others who use Process Street today.",https://www.linkedin.com/company/process-street/,9000000,57.0,58.0,0,0,0,-7.94%,"San Francisco, CA","94105, San Francisco, CA, USA",2014.0,Investor Backed,,"Accel,AngelPad,Atlassian,Blackbird Ventures,Salesforce Ventures",,Early Stage Funding,12000000.0,2020-03-02,13360000.0,3.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,support@process.st,,,Vinay,Patankar,Co-Founder and CEO,vinay@process.st,Deliverable,https://www.linkedin.com/in/vinaypatankar/,"Vinay Patankar (Co-Founder and CEO), Cameron Mckay (Co-Founder & CTO)",,,Carson Bliss,2024-06-15T12:54:00.000+0000,,,7.0
https://search.grata.com/search?c=NEMTE3BG,NEMTE3BG,prostruct360.com,ProStruct360,One-stop construction management software. Streamline your processes and grow your construction company for free with ProStruct360.,,,,,,,,,,,2019.0,Bootstrapped,,,,No Funding,,,,0.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Construction Software,support@prostruct360.com,,,Jared,Flowe,Chief Operations Officer,,Unknown,http://www.linkedin.com/in/jared-flowe-2b634719,"Jared Flowe (Chief Operations Officer), Clark Turner (Founder, CEO, Owner)",,,,,,,
https://search.grata.com/search?c=T6YKAZ7Y,T6YKAZ7Y,protegrity.com,Protegrity,"As the world’s premier data-first security solutions provider, Protegrity has set the standard in precision data protection. A typical enterprise deals with an eye-watering and growing amount of sensitive data, spread across regions, providers, and applications. Protegrity protects sensitive data at rest, in motion, and most importantly, enables data to be safely shared to power true business transformation. Customers can then focus on growth, development, and optimization, secure in the knowledge that their data remains secure and compliant across their enterprise. Precision data protection is the next frontier in data security, compliments zero trust methodologies, and allows the power of data collaboration to be harnessed.",https://www.linkedin.com/company/protegrity/,,378.0,377.0,0,1.07%,1.62%,2.17%,"Stamford, CT","Stamford, CT 06902, USA",1996.0,Private Subsidiary,,,,,,,,0.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,IT Security and Privacy Software,info@protegrity.com,1-203-326-7200,,Paul,Mountford,Chief Executive Officer,pmountford@purestorage.com,Potentially Deliverable,https://www.linkedin.com/in/paul-mountford-13aa0270/,"Paul Mountford (Chief Executive Officer), Gustav Vik (Chairman)",,,,,,,1.0
https://search.grata.com/search?c=SLCYTS2R,SLCYTS2R,protopia.ai,Protopia AI,"The lack of data accessibility is costing you - 43% of organizations’ compiled data goes unused. You may be looking to create value from your data using AI but are often limited by: data sharing and analytics restrictions due sensitive information and security protocols. Protopia AI helps teams safely access more real data. Protopia’s patented, Stained Glass technology transforms your data as it comes from the any source, learns what AI models need, removes what it doesn’t, and obfuscates what it does need to the maximum amount – with minimal accuracy loss. A 10% increase in data access can result in $65+ MN additional income for enterprises.",https://www.linkedin.com/company/protopia—ai/,1000000,19.0,20.0,0,5.26%,25.00%,33.33%,"Austin, TX","Austin, TX 78702, USA",2020.0,Investor Backed,,"ATX Venture Partners,AWS Generative AI Accelerator,DNX Ventures,Galaxy Interactive,Silverton Partners",,Early Stage Funding,,2023-05-24,8000000.0,4.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,IT Security and Privacy Software,info@protopia.ai,,,Eiman,Ebrahimi,Chief Executive Officer,eiman@protopia.ai,Deliverable,https://www.linkedin.com/in/eiman-ebrahimi-b6224a40,Eiman Ebrahimi (Chief Executive Officer),,,Carson Bliss,2024-06-15T12:53:27.000+0000,,,
https://search.grata.com/search?c=4JTX7HVE,4JTX7HVE,qohash.com,Qohash,"Qohash is a company that focuses on data security in the technology sector. The company offers a platform that provides data discovery, insider risk tracking, and data security posture management. This platform, known as Qostodian, scans various data sources such as Microsoft 365, workstations, and on-premise file drives, and provides continuous monitoring of individual data elements. The company primarily serves the information security and compliance sectors. It was founded in 2017 and is based in Quebec City, Canada.",https://www.linkedin.com/company/qohash/,,50.0,51.0,6.25%,13.33%,18.60%,4.08%,"Quebec, Canada","420 Boul Charest East, Quebec, QC G1K 8M4, Canada",2018.0,Investor Backed,,"Canadian Technology Accelerator Digital — Silicon Valley,Desjardins Capital,Export Development Canada,FINTOP Capital,Fonds de Solidarite FTQ,Panache Ventures",,Late Stage Funding,12680000.0,2024-04-24,23380000.0,5.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,IT Security and Privacy Software,info@qohash.com,1-888-723-5613,,Jean,Bouthillier,CEO,jean@qohash.com,Deliverable,https://www.linkedin.com/in/jeanlebouthillier/,"Jean Le Bouthillier (CEO), Dany Grimard (Co-Founder)",,,Carson Bliss,2024-07-13T22:46:25.000+0000,,2024-04-30,
https://search.grata.com/search?c=CA2MN7WT,CA2MN7WT,qualytics.ai,Qualytics,"Data quality and data observability in one comprehensive solution. We help enterprises manage data quality lifecycles through contextual data quality checks, anomaly detection & remediation.",https://www.linkedin.com/company/qualyticsinc/,"$<1,000,000",16.0,16.0,0,-5.88%,-11.11%,-5.88%,"Orlando, FL","32827, Orlando, FL, USA",2020.0,Investor Backed,,"Engage Venture,Gaingels,GRI Fund,Inner Loop Capital,Knoll Ventures,SaaS Venture Capital,TCP Venture Capital,Tech Square Ventures,The LegalTech Fund,University System of Maryland",,Early Stage Funding,2500000.0,2022-12-22,5440000.0,6.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,hello@qualytics.ai,,,Gorkem,Sevinc,Founder & CEO,gorkem@qualytics.co,Deliverable,https://www.linkedin.com/in/gorkemsevinc/,"Gorkem Sevinc (Founder & CEO), Stewart Bryson (Co-founder & Chief Customer Officer), Eric Simmerman (Co-Founder, CTO)",,,Morrisa Clayman,2024-06-15T12:53:27.000+0000,,,
https://search.grata.com/search?c=6PHMQ4TA,6PHMQ4TA,quanthub.com,QuantHub,"Operating at its full digital potential could add at least $2 trillion to the US GDP. The catch… AI Has a People Problem According to IBM/Burning Glass, there are more openings for analytics talent than there are data professionals in existence! Beyond that, the World Economic Forum estimates the average enterprise employee needs 101 days of upskilling to meet workforce skill demands by 2023. Technology is driving our world into the digital revolution, but people are getting left behind. QuantHub starts at the root with developing data literacy skills in education with k-12 students and branches outward, helping companies develop their strongest asset in this revolution: their people.",https://www.linkedin.com/company/quanthub/,2000000,19.0,20.0,0,0,33.33%,81.82%,"Birmingham, AL","Birmingham, AL 35233, USA",2018.0,Investor Backed,,"Florida Funders,Gray Ventures",,Early Stage Funding,3600000.0,2024-01-17,4900000.0,2.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Recruiting Software,info@quanthub.com,1-888-208-6840,,Joshua,Jones,Co-Founder and CEO,jjones@quanthub.com,Deliverable,https://www.linkedin.com/in/joshuanjones/,Joshua Jones (Co-Founder and CEO),,,,,,,
https://search.grata.com/search?c=RLWYJ2UK,RLWYJ2UK,quinsite.com,Quinsite,"Quinsite is a leading provider of integrated healthcare data analytics software to physician practices, hospitals, and healthcare organizations, touching over 25 million patients and more than 2500 providers nationwide. Quinsite’s Comprehensive Healthcare Analytics Platform integrates and analyzes data from disparate systems to generate actionable insights, easily accessed via one, user-friendly interface that offers a suite of real-time, robust applications aimed at arming healthcare leaders with visibility across their entire organization to make data-driven decisions that increase productivity, optimize resources, improve quality, and boost revenue.",https://www.linkedin.com/company/quinsite/,2000000,24.0,25.0,4.17%,4.17%,8.70%,-3.85%,"Chapel Hill, NC","27514, Chapel Hill, NC, USA",2017.0,Investor Backed,,"Front Porch Venture Partners,Fulcrum Financial Partners,Jeff Clark,Triangle Tweener Fund",,Early Stage Funding,5500000.0,2023-05-11,8100000.0,4.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Healthcare Software,info@quinsite.com,,,Jeff,Maze,Founder / CEO,jeff@quinsite.com,Potentially Deliverable,https://www.linkedin.com/in/jeffmaze/,Jeff Maze (Founder / CEO),,,,,,,5.0
https://search.grata.com/search?c=VKPAVLJ6,VKPAVLJ6,qwiet.ai,Qwiet AI,"Accurately pinpoint top risks in your code and get secure faster. Qwiet AI uncovers, prioritizes, and generates fixes for your vulnerabilities with a single 2-minute scan that includes SAST, SCA, Container, Secrets, and SBOM. And your code never leaves your environment. We can do all of this because of our patented implementation of Code Property Graph technology, and our proprietary AI/ML tooling. Read more about the approach here: We have a 97% ""would recommend"" rate in Gartner's latest ""Voice of the Customer for Application Security Testing"" report:",https://www.linkedin.com/company/qwiet/,4000000,42.0,42.0,2.44%,10.53%,-2.33%,5.00%,"San Jose, CA","2033 Gateway Pl, Suite 500, San Jose, California 95110, US",2016.0,Investor Backed,,"Bain Capital Ventures,Blackstone,Mayfield,Prabhu Goel,Sanjay Poonen,SineWave Ventures,SYN Ventures,Thomvest Ventures,Tobias Knaup,Wipro Ventures",,Late Stage Funding,,2022-06-16,58300000.0,4.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,IT Security and Privacy Software,,,,Stuart,Mcclure,Chief Executive Officer,stuart@qwiet.ai,Deliverable,https://www.linkedin.com/in/mcclurestuart,"Stuart Mcclure (Chief Executive Officer), Chetan Conikee (Founder and CTO/SVP Engineering)",,,,,,,
https://search.grata.com/search?c=9ZDGZUGP,9ZDGZUGP,radiantlogic.com,Radiant Logic,"Radiant Logic, Inc. is the market-leading provider of federated identity solutions based on virtualization, and delivers simple, logical, and standards-based access to all identities within an organization. Since pioneering the first virtual directory in 2000, the company has evolved its groundbreaking technology into a complete federated identity service, enabling Fortune 1000 companies to solve their toughest identity integration and federation challenges. Using model-driven virtualization technology, the RadiantOne Federated Identity Service builds customizable views from disparate data silos, streamlining authentication and authorization for identity management, web access management, context-driven applications, and cloud deployments. Companies in a wide range of sectors rely on RadiantOne to deliver quick ROI by reducing administrative effort, simplifying integration tasks, and enabling future identity and data management initiatives to meet changing business demands.",https://www.linkedin.com/company/radiant-logic/,44000000,161.0,162.0,0,4.52%,-2.99%,29.60%,"San Rafael, CA","818 5th Ave, San Rafael, California 94901, US",2000.0,Investor Backed,,"Hikari Tsushin,Sofinnova Ventures,TA Associates",,Private Equity Backed,,2021-05-10,12800000.0,4.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,IT Security and Privacy Software,info@radiantlogic.com,1-415-209-6800,,Joe,Sander,Chief Executive Officer,jsander@radiantlogic.com,Potentially Deliverable,https://www.linkedin.com/in/joesander,"Joe Sander (Chief Executive Officer), Michel Prompt (Founder)",,,Grady Kidder,2024-07-10T02:32:01.000+0000,,,3.0
https://search.grata.com/search?c=SAK488AY,SAK488AY,rafay.co,Rafay,"Rafay delivers an enterprise PaaS for modern infrastructure and accelerated computing. Platform teams at many of the largest enterprises in the world use Rafay’s platform to deliver AS-A-SERVICE consumption of compute to their internal customers. Whether developers and data scientists need to deploy CPU-based and GPU-based workloads in data centers, public clouds, or at the edge, Rafay makes it easy.",https://www.linkedin.com/company/rafay-systems/,7000000,147.0,149.0,1.36%,-0.67%,2.76%,-6.88%,"Sunnyvale, CA","530 Lakeside Drive, Sunnyvale, CA 94085, USA",2017.0,Investor Backed,,"Costanoa Ventures,ForgePoint Capital,Moment Ventures,NTT DoCoMo Ventures,NVIDIA Inception Program,Plug and Play Accelerator,Plug and Play Ventures,Ridge Ventures",,Late Stage Funding,25000000.0,2021-08-31,33000000.0,5.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,info@rafay.co,1-669-336-4800,,Haseeb,Budhani,Co-Founder & CEO,haseeb@rafay.co,Deliverable,https://www.linkedin.com/in/budhani/,Haseeb Budhani (Co-Founder & CEO),,,Kyle Howard-Johnson,2024-06-22T12:16:10.000+0000,,,
https://search.grata.com/search?c=Q2ER4WWK,Q2ER4WWK,getrali.com,Rali,"Rali provides a platform and services for change initiative acceleration, designed to drive organizational initiatives by engaging employees to achieve lasting behavior change. Rali's typical customers include enterprise organizations looking to implement and sustain organizational change at scale. The company differentiates itself by offering a holistic approach to behavior change, C-level executive support, and ""Always On"" measurement to enable continuous performance improvement.",https://www.linkedin.com/company/raliplatform/,3000000,39.0,40.0,2.56%,8.11%,5.26%,-18.37%,"Alpharetta, GA","Alpharetta, GA 30009, USA",2016.0,Investor Backed,,Jubi,,Late Stage Funding,2000000.0,2024-07-02,33149999.0,6.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Human Resource (HR) Software,info@getrali.com,1-470-579-3163,,Rich,Cannon,Chief Executive Officer,rich.cannon@getrali.com,Deliverable,,"Rich Cannon (Chief Executive Officer), Larry Mohl (Founder and Chief Transformation Officer)",,,Carson Bliss,2024-07-13T22:56:13.000+0000,,2022-10-25,
https://search.grata.com/search?c=LWQJUPYN,LWQJUPYN,readme.com,ReadMe,"ReadMe powers interactive developer hubs that help users succeed with your APIs. Enable developers to make their first call faster, quickly troubleshoot their issues along the way, and get insights into API usage to focus your team on the highest-impact improvements. With ReadMe, teams can quickly create and launch a developer hub that matches their brand. After syncing their OpenAPI Spec file or manually documenting their API, anyone can write content or make edits directly in the ReadMe platform — reducing engineering bottlenecks and saving them time on maintenance. Behind the scenes, visibility into real-time API usage allows you to see which endpoints are most popular or where developers might be getting stuck, so your team can identify where to make improvements or add more guidance.",https://www.linkedin.com/company/readme/,18000000,67.0,67.0,1.52%,1.52%,4.69%,3.08%,"San Francisco, CA","San Francisco, CA 94108, USA",2014.0,Investor Backed,,"Accel,Bessemer Venture Partners,F-Prime Capital,Great Oaks Venture Capital,Mission and Market,Soma Capital,SV Angel,Y Combinator",,Early Stage Funding,9000000.0,2019-08-28,10290000.0,6.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,support@readme.io,,,Gregory,Koberger,"Founder, CEO",g.koberger@readme.io,Potentially Deliverable,https://www.linkedin.com/in/gkoberger/,"Gregory Koberger (Founder, CEO)",,,Killian Bubrosky,2024-06-22T12:15:48.000+0000,,,
https://search.grata.com/search?c=ZFTTN5WZ,ZFTTN5WZ,release.com,Release,"Release specializes in providing Environments as a Service within the cloud computing industry. The company offers on-demand, full-stack environments that are scalable, manageable, and easily reproducible, complete with integrated data for development, testing, and production purposes. It primarily caters to engineering organizations associated with infrastructure management. It was founded in 2019 and is based in San Francisco, California.",https://www.linkedin.com/company/releasehub/,2000000,23.0,23.0,-17.86%,-28.12%,-30.30%,-34.29%,"San Francisco, CA","530 Divisadero Street, San Francisco, CA 94117, USA",2019.0,Investor Backed,,"Artisanal Ventures,Bow Ventures,CRV,Hack VC,Liquid 2 Ventures,Liquid Capital,NVIDIA Inception Program,Rogue Venture Partners,Sequoia Capital,Soma Capital,Y Combinator",,Early Stage Funding,20000000.0,2021-10-05,22850000.0,5.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,,hello@release.com,,,Tommy,McClung,CEO/Co-founder,tommy@releaseapp.io,Deliverable,https://www.linkedin.com/in/tmcclung/,"Tommy McClung (CEO/Co-founder), Erik Landerholm (Co-Founder)",,,Killian Bubrosky,2024-07-13T22:54:20.000+0000,,2024-06-05,
https://search.grata.com/search?c=8L6LUTU2,8L6LUTU2,getrentcheck.com,RentCheck,"RentCheck is the essential nationwide provider of transparency and security, enabling landlords and residents alike to achieve serenity. They offer an app that saves money, time and prevents grief by standardizing move-in and move-out inspections and streamlining the security deposit deduction process. RentCheck solutions empower residents to emulate owners in order to maximize the return of their security deposit.",https://www.linkedin.com/company/getrentcheck/,3000000,26.0,27.0,0,-3.57%,8.00%,17.39%,"New Orleans, LA","900 Camp Street, New Orleans, LA 70130, USA",2018.0,Investor Backed,,"Brian Long,Context Ventures,Cox Enterprises,Irongrey,Jim Payne,John Kuolt,Ken Goldman,Mark Zaleski,Moderne Passport,Techstars Atlanta Powered by Cox Enterprises,Techstars Ventures",,Early Stage Funding,,2022-04-07,2720000.0,3.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Real Estate and Property Management Software,hello@getrentcheck.com,,,Marco,Nelson,Co-Founder & CEO,marco@getrentcheck.com,Deliverable,https://www.linkedin.com/in/marco-nelson-67470530/,"Marco Nelson (Co-Founder & CEO), Lydia Winkler (Co-Founder & Chief Operating Officer)",,,Carson Bliss,2024-07-14T00:02:50.000+0000,,2024-05-09,9.0
https://search.grata.com/search?c=AW79TNF2,AW79TNF2,ridgesecurity.ai,Ridge Security Technology Inc.,"Ridge Security is a company that focuses on security testing services within the cybersecurity industry. The company offers AI-powered exposure management solutions that identify cyber risks by prioritizing exploitable vulnerabilities and validating security controls. Their services are primarily utilized by sectors such as enterprise and web application teams, governments, and education. It is based in Santa Clara, California.",https://www.linkedin.com/company/ridge-security/,5000000,35.0,36.0,5.88%,12.50%,16.13%,28.57%,"Santa Clara, CA","2010 El Camino Real, Santa Clara, CA 95050, USA",,Investor Backed,,,,Early Stage Funding,,,,0.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,IT Security and Privacy Software,,,,Nick,Mo,CEO,nick@ridgesecurity.ai,Deliverable,https://www.linkedin.com/in/ningmo/,"Nick Mo (CEO), Lydia Zhang (President & Co-Founder)",,,Jack O’Brien,2024-06-15T12:54:08.000+0000,,,
https://search.grata.com/search?c=YNYGQEY5,YNYGQEY5,rippleworx.com,RippleWorx,"RippleWorx transforms frontline workforce performance with its unique blend of People Science, proprietary AI, and a dual focus on individual and organizational development. The platform redefines talent intelligence, transitioning clients from data overload to actionable insights and targeted interventions that boost motivation and ensure performance readiness. Our journey from sports to a versatile business intelligence provider illustrates our adaptability and commitment to performance excellence. Engagements with top-tier entities like the U.S. Air Force and diverse industries showcase our scalability and impact. Dive into a world where performance meets strategic insight, leveraging our full suite of consulting services or initiating your path with our targeted entry-level analysis.",https://www.linkedin.com/company/rippleworx/,7000000,40.0,41.0,2.50%,10.81%,7.89%,7.89%,"Huntsville, AL","315 Franklin Street SE, Huntsville, AL 35801, USA",2017.0,Investor Backed,,Innovate Alabama Supplemental Grant Program,,Late Stage Funding,3000000.0,2023-03-08,3000000.0,0.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Human Resource (HR) Software,ripple@rippleworx.com,,,Angie,Sandritter,"Founder, CEO",angie.sandritter@rippleworx.com,Deliverable,https://www.linkedin.com/in/angie-sandritter-a8a3697/,"Angie Sandritter (Founder, CEO), Timo Sandritter (President & Rainmaker)",,,Carson Bliss,2024-07-13T22:56:13.000+0000,,2024-06-25,9.0
https://search.grata.com/search?c=AB93ANCX,AB93ANCX,ritecrugged.com,RITEC,"Since its inception in 1996, RITEC has worked steadily to become the world leader in special application printing. RITEC was founded by engineering, manufacturing, and management professionals with extensive backgrounds in traditional military/aerospace computing. Rugged Information Technology Equipment Corporation (RITEC) was formed to address the rapidly emerging need for rugged commercial computing equipment and has since become the world leader in all aspects of special application printing. Leading-edge rugged printers, computers, and peripherals modified through RITEC proprietary, custom design enable our customers to achieve reliable product performance in severe environments. Our product-line rollover planning mitigates obsolescence threats and provides modernization alternatives for rapid incorporation of commercial product advancements as they become available.",https://www.linkedin.com/company/ritec/,,50.0,50.0,6.38%,4.17%,8.70%,8.70%,"Simi Valley, CA","Simi Valley, CA 93065, USA",1996.0,Public Subsidiary,AstroNova Inc,,AstroNova Inc,Public,,,,,,33 Manufacturing,334 Computer and Electronic Product Manufacturing,3341 Computer and Peripheral Equipment Manufacturing,33411 Computer and Peripheral Equipment Manufacturing,334111 Electronic Computer Manufacturing,,sales@ritecrugged.com,1-805-577-9710,,Vincent,Stella,VP Business Development/PM of Founder,vincent@ritecrugged.com,Deliverable,https://www.linkedin.com/in/vincent-stella-825b4baa/,Vincent Stella (VP Business Development/PM of Founder),,,,,,,
https://search.grata.com/search?c=ZGLECET9,ZGLECET9,rootnote.co,RootNote,"Rootnote saves entertainment brands and content creators hours of valuable time every week by aggregating and activating metrics from their favorite apps, tools, and platforms — all in one place. Content is the future of commerce, and RootNote is here to help any and all brands and creators who rely on content to grow their business. RootNote’s unique structure integrates with any data source, allowing users to easily access the platform and share crucial metrics and unified insights to anyone and everyone, from marketing, content, and data departments to talent, brands, and agencies.",https://www.linkedin.com/company/rootnote/,"$<1,000,000",12.0,13.0,0,8.33%,30.00%,44.44%,"Indianapolis, IN","1250 Indiana Ave, Indianapolis, Indiana 46202, US",2016.0,Investor Backed,,"Elevate Ventures,Techstars Sports Accelerator Powered by Indy",,Early Stage Funding,1500000.0,2024-03-20,1620000.0,2.0,Software,51 Information,513 Publishing Industries,5132 Software Publishers,51321 Software Publishers,513210 Software Publishers,Marketing Software,careers@rootnote.co,,,Jason,Burchard,Co-Founder,jason@rootnote.co,Deliverable,https://www.linkedin.com/in/jason-burchard-a74a0419/,"Jason Burchard (Co-Founder), Jeremy Burchard (Co-Founder)",,,Carson Bliss,2024-07-13T22:56:13.000+0000,,2022-09-30,
